image_number,number_of_paths
101,"(array([  7, 117]), array([74, 56]))"
101,"(array([67, 51]), array([6, 8]))"
101,"(array([71, 80]), array([17,  0]))"
101,"(array([9, 3]), array([58, 84]))"
101,"(array([88, 75]), array([29, 57]))"
101,"(array([70, 93]), array([72, 18]))"
101,"(array([ 9, 60]), array([56, 86]))"
101,"(array([13, 13]), array([65, 40]))"
101,"(array([11, 93]), array([92, 73]))"
101,"(array([103,  74]), array([64, 11]))"
101,"(array([83, 97]), array([19, 16]))"
101,"(array([72,  9]), array([85, 52]))"
101,"(array([13, 95]), array([42, 67]))"
101,"(array([31, 13]), array([74, 64]))"
101,"(array([19,  7]), array([73, 11]))"
101,"(array([65, 12]), array([91, 95]))"
101,"(array([ 68, 101]), array([34,  3]))"
101,"(array([27, 46]), array([10, 18]))"
101,"(array([50, 74]), array([76,  9]))"
101,"(array([63, 78]), array([74, 82]))"
101,"(array([65, 43]), array([10, 93]))"
101,"(array([ 77, 103]), array([15, 87]))"
101,"(array([84, 93]), array([16, 56]))"
101,"(array([74, 42]), array([  7, 117]))"
101,"(array([13, 16]), array([41, 61]))"
101,"(array([23, 14]), array([ 1, 55]))"
101,"(array([60,  9]), array([109,  92]))"
101,"(array([110,  91]), array([16, 84]))"
101,"(array([ 87, 104]), array([45, 54]))"
101,"(array([11,  3]), array([93, 77]))"
101,"(array([98, 86]), array([24,  4]))"
101,"(array([ 78, 108]), array([25,  5]))"
101,"(array([80, 61]), array([73, 18]))"
101,"(array([69, 17]), array([87, 76]))"
101,"(array([12, 15]), array([72, 53]))"
101,"(array([  8, 118]), array([101,  95]))"
101,"(array([39, 54]), array([87, 66]))"
101,"(array([17, 13]), array([38, 57]))"
101,"(array([11, 17]), array([69, 47]))"
101,"(array([ 76, 105]), array([10, 11]))"
101,"(array([97, 79]), array([ 1, 38]))"
101,"(array([29, 39]), array([81, 10]))"
101,"(array([96, 85]), array([30, 10]))"
101,"(array([78, 83]), array([29,  2]))"
101,"(array([ 73, 100]), array([70,  3]))"
101,"(array([16, 59]), array([34,  2]))"
101,"(array([39, 56]), array([60,  5]))"
101,"(array([90, 93]), array([88, 13]))"
101,"(array([72,  9]), array([ 7, 52]))"
101,"(array([62,  8]), array([20, 63]))"
101,"(array([13,  4]), array([42, 49]))"
101,"(array([ 6, 18]), array([105,  80]))"
101,"(array([60, 98]), array([28, 52]))"
101,"(array([ 63, 103]), array([26, 13]))"
101,"(array([71, 43]), array([73,  8]))"
101,"(array([20, 41]), array([ 82, 106]))"
101,"(array([22, 49]), array([23, 16]))"
101,"(array([  2, 113]), array([38, 39]))"
101,"(array([30, 45]), array([79, 11]))"
101,"(array([68,  2]), array([ 4, 43]))"
101,"(array([78, 85]), array([24,  7]))"
101,"(array([14,  8]), array([94, 88]))"
101,"(array([23, 40]), array([98, 85]))"
101,"(array([3, 7]), array([64, 83]))"
101,"(array([93, 66]), array([  1, 113]))"
101,"(array([43, 71]), array([11,  1]))"
101,"(array([16, 84]), array([74, 53]))"
101,"(array([21, 10]), array([65,  9]))"
101,"(array([11, 45]), array([11, 15]))"
101,"(array([39, 57]), array([14, 87]))"
101,"(array([  5, 115]), array([21, 11]))"
101,"(array([82, 12]), array([ 83, 103]))"
101,"(array([11,  3]), array([ 7, 52]))"
101,"(array([45, 69]), array([3, 0]))"
101,"(array([49, 79]), array([23, 16]))"
102,"(array([ 84, 115]), array([47, 64]))"
102,"(array([33, 28]), array([65, 89]))"
102,"(array([33,  5]), array([ 83, 113]))"
102,"(array([ 63, 116]), array([46, 55]))"
102,"(array([30, 38]), array([113, 117]))"
102,"(array([52, 16]), array([82, 90]))"
102,"(array([44, 57]), array([ 87, 113]))"
102,"(array([35, 37]), array([ 48, 113]))"
102,"(array([44, 57]), array([  5, 111]))"
102,"(array([112,  31]), array([17, 34]))"
102,"(array([40, 28]), array([ 88, 108]))"
102,"(array([90, 61]), array([ 7, 42]))"
102,"(array([38, 26]), array([ 0, 73]))"
102,"(array([46, 52]), array([50, 92]))"
102,"(array([ 14, 105]), array([114,  89]))"
102,"(array([38, 29]), array([ 45, 111]))"
102,"(array([36, 11]), array([45, 95]))"
102,"(array([96, 26]), array([ 18, 105]))"
102,"(array([31, 20]), array([ 54, 114]))"
102,"(array([112,  34]), array([  8, 117]))"
102,"(array([ 0, 46]), array([97,  8]))"
102,"(array([ 80, 106]), array([  9, 111]))"
102,"(array([37, 25]), array([ 60, 102]))"
102,"(array([30, 18]), array([96, 72]))"
102,"(array([33, 61]), array([ 61, 109]))"
102,"(array([41, 67]), array([ 68, 107]))"
102,"(array([20, 23]), array([ 46, 108]))"
102,"(array([88, 86]), array([30, 52]))"
102,"(array([44, 92]), array([17, 45]))"
102,"(array([ 33, 114]), array([28, 27]))"
102,"(array([54, 11]), array([ 87, 103]))"
102,"(array([45, 12]), array([94,  1]))"
102,"(array([ 23, 111]), array([13, 29]))"
102,"(array([ 2, 96]), array([30, 16]))"
102,"(array([35, 10]), array([86, 80]))"
102,"(array([29, 27]), array([ 11, 110]))"
102,"(array([26, 44]), array([89, 73]))"
102,"(array([89, 28]), array([46, 60]))"
102,"(array([ 47, 107]), array([46, 57]))"
102,"(array([ 2, 97]), array([24, 36]))"
102,"(array([89, 65]), array([36, 52]))"
102,"(array([113,  78]), array([ 36, 112]))"
102,"(array([ 60, 114]), array([13, 38]))"
102,"(array([21,  5]), array([ 1, 98]))"
102,"(array([39, 33]), array([88, 74]))"
102,"(array([21, 40]), array([95,  1]))"
102,"(array([88, 56]), array([43, 52]))"
102,"(array([28, 25]), array([99, 45]))"
102,"(array([92, 65]), array([88, 88]))"
102,"(array([35, 46]), array([41, 19]))"
102,"(array([ 51, 111]), array([64, 92]))"
102,"(array([101,   4]), array([ 0, 73]))"
102,"(array([25, 16]), array([96, 72]))"
102,"(array([ 68, 101]), array([  2, 112]))"
102,"(array([ 19, 101]), array([48, 17]))"
102,"(array([ 41, 114]), array([104,  84]))"
102,"(array([14, 14]), array([107, 114]))"
102,"(array([96, 58]), array([62,  5]))"
102,"(array([ 98, 103]), array([23, 42]))"
102,"(array([46, 93]), array([72,  5]))"
102,"(array([70, 17]), array([87, 86]))"
102,"(array([24,  3]), array([ 11, 103]))"
102,"(array([ 85, 108]), array([23, 34]))"
103,"(array([83, 25]), array([22, 91]))"
103,"(array([46, 67]), array([ 96, 106]))"
103,"(array([ 71, 102]), array([109,  86]))"
103,"(array([89, 44]), array([35, 94]))"
103,"(array([68,  5]), array([91, 88]))"
103,"(array([46, 87]), array([67,  9]))"
103,"(array([79, 10]), array([47, 62]))"
103,"(array([ 36, 104]), array([38, 61]))"
104,"(array([75, 53]), array([110, 109]))"
104,"(array([112,  30]), array([ 9, 60]))"
104,"(array([55,  5]), array([88, 91]))"
104,"(array([40, 86]), array([112,  28]))"
104,"(array([77, 25]), array([  6, 107]))"
104,"(array([45, 45]), array([15, 86]))"
104,"(array([117,  31]), array([86, 97]))"
104,"(array([73, 19]), array([110,  31]))"
104,"(array([ 63, 112]), array([42, 39]))"
104,"(array([21, 66]), array([111,  28]))"
104,"(array([55, 84]), array([48, 47]))"
104,"(array([110,  72]), array([  1, 104]))"
104,"(array([51, 46]), array([23, 83]))"
104,"(array([27, 41]), array([48, 74]))"
104,"(array([79, 78]), array([31, 36]))"
104,"(array([79, 67]), array([29,  0]))"
104,"(array([ 0, 95]), array([109,  82]))"
104,"(array([83, 39]), array([113,  37]))"
104,"(array([70,  4]), array([33, 40]))"
104,"(array([37, 34]), array([82, 23]))"
104,"(array([87, 15]), array([58, 89]))"
104,"(array([81,  5]), array([28, 39]))"
104,"(array([87, 67]), array([ 24, 105]))"
104,"(array([61, 99]), array([94, 15]))"
104,"(array([ 40, 114]), array([ 56, 105]))"
104,"(array([43, 40]), array([43, 67]))"
105,"(array([32, 41]), array([37, 67]))"
105,"(array([113,   1]), array([ 6, 38]))"
105,"(array([44,  2]), array([40, 36]))"
105,"(array([95, 38]), array([61, 30]))"
105,"(array([57, 48]), array([109,  35]))"
105,"(array([74, 71]), array([72,  2]))"
105,"(array([39,  6]), array([ 0, 70]))"
105,"(array([118,  44]), array([86,  5]))"
105,"(array([65, 39]), array([83, 73]))"
105,"(array([33,  9]), array([ 0, 84]))"
105,"(array([37, 27]), array([55,  3]))"
105,"(array([ 0, 77]), array([61,  2]))"
105,"(array([ 7, 99]), array([37,  0]))"
105,"(array([65, 79]), array([54, 46]))"
105,"(array([38, 15]), array([69,  2]))"
106,"(array([ 16, 110]), array([118,  54]))"
106,"(array([32, 39]), array([101,   1]))"
106,"(array([88, 49]), array([106, 116]))"
106,"(array([103,  17]), array([ 63, 108]))"
106,"(array([22, 11]), array([27, 98]))"
106,"(array([107,  15]), array([ 61, 100]))"
106,"(array([94, 49]), array([34, 97]))"
106,"(array([ 14, 116]), array([69,  0]))"
106,"(array([44, 50]), array([ 17, 109]))"
106,"(array([18, 27]), array([ 0, 74]))"
106,"(array([ 50, 106]), array([111,  11]))"
106,"(array([ 62, 101]), array([97, 35]))"
106,"(array([36,  5]), array([100,  11]))"
106,"(array([ 11, 114]), array([81,  1]))"
106,"(array([35, 40]), array([101, 113]))"
106,"(array([68, 38]), array([74,  7]))"
106,"(array([72, 57]), array([77, 96]))"
106,"(array([46,  0]), array([ 12, 109]))"
106,"(array([86, 31]), array([104, 106]))"
106,"(array([69, 99]), array([114,  26]))"
106,"(array([79, 33]), array([113, 116]))"
106,"(array([ 61, 107]), array([115,  75]))"
106,"(array([100,  24]), array([ 71, 100]))"
106,"(array([ 62, 114]), array([ 3, 64]))"
106,"(array([ 84, 100]), array([29, 51]))"
106,"(array([31, 98]), array([76, 50]))"
106,"(array([82, 97]), array([108,   3]))"
106,"(array([55, 19]), array([97,  1]))"
106,"(array([ 95, 100]), array([ 2, 53]))"
106,"(array([79, 97]), array([22, 57]))"
106,"(array([3, 2]), array([10, 94]))"
106,"(array([16,  5]), array([19, 99]))"
106,"(array([ 2, 43]), array([ 42, 102]))"
106,"(array([89, 14]), array([73, 14]))"
106,"(array([ 94, 104]), array([55,  0]))"
106,"(array([ 54, 100]), array([60, 33]))"
106,"(array([82, 57]), array([ 97, 117]))"
106,"(array([ 53, 117]), array([103,  39]))"
106,"(array([ 49, 110]), array([94,  5]))"
106,"(array([82,  9]), array([ 19, 105]))"
106,"(array([37, 51]), array([103,  95]))"
106,"(array([ 22, 104]), array([116,  56]))"
106,"(array([78, 32]), array([52, 97]))"
106,"(array([ 31, 110]), array([52,  8]))"
107,"(array([102,  79]), array([56, 33]))"
107,"(array([23,  3]), array([64,  0]))"
107,"(array([112,   0]), array([48, 47]))"
107,"(array([ 93, 101]), array([17, 28]))"
107,"(array([91, 76]), array([63, 10]))"
107,"(array([114,  56]), array([20, 14]))"
107,"(array([22, 33]), array([117,  55]))"
107,"(array([101, 102]), array([49, 57]))"
107,"(array([53, 27]), array([40,  3]))"
107,"(array([ 2, 83]), array([46, 58]))"
107,"(array([53, 88]), array([110,  92]))"
107,"(array([ 24, 108]), array([96, 67]))"
107,"(array([52, 57]), array([111,  83]))"
107,"(array([12, 71]), array([102,  86]))"
107,"(array([57, 68]), array([ 0, 75]))"
107,"(array([56, 34]), array([89, 98]))"
107,"(array([115, 116]), array([31,  3]))"
107,"(array([101,  85]), array([ 7, 69]))"
107,"(array([109,  20]), array([ 1, 78]))"
107,"(array([ 92, 100]), array([36, 82]))"
107,"(array([42, 61]), array([115,   7]))"
107,"(array([72,  2]), array([ 0, 51]))"
107,"(array([103,  84]), array([60, 60]))"
107,"(array([ 9, 11]), array([99, 85]))"
107,"(array([40, 67]), array([113, 117]))"
107,"(array([27, 65]), array([ 88, 102]))"
107,"(array([115,   4]), array([33, 88]))"
107,"(array([113,  20]), array([29, 54]))"
107,"(array([34, 50]), array([33, 90]))"
107,"(array([ 6, 89]), array([113,  18]))"
107,"(array([117,  56]), array([66, 21]))"
107,"(array([112,  55]), array([30, 79]))"
107,"(array([101,  70]), array([ 1, 46]))"
107,"(array([ 2, 18]), array([89, 80]))"
107,"(array([41, 41]), array([102,   2]))"
107,"(array([34, 41]), array([101,  92]))"
107,"(array([108,  90]), array([16, 27]))"
107,"(array([108, 103]), array([28, 26]))"
107,"(array([107,  84]), array([75, 51]))"
107,"(array([28, 50]), array([92, 78]))"
107,"(array([106, 105]), array([64,  6]))"
107,"(array([66, 37]), array([113, 118]))"
107,"(array([117, 113]), array([60, 32]))"
107,"(array([103,  97]), array([51, 67]))"
107,"(array([118,  62]), array([ 2, 73]))"
107,"(array([109,  21]), array([71,  4]))"
107,"(array([112,  78]), array([13, 56]))"
107,"(array([62, 44]), array([ 3, 24]))"
107,"(array([75, 16]), array([99, 79]))"
107,"(array([94, 90]), array([17, 35]))"
107,"(array([47, 52]), array([107, 101]))"
107,"(array([ 15, 101]), array([118,  12]))"
107,"(array([114,  25]), array([30, 32]))"
107,"(array([28, 31]), array([92, 95]))"
107,"(array([117,  18]), array([23, 32]))"
107,"(array([95, 90]), array([29, 19]))"
107,"(array([110,  55]), array([  5, 101]))"
107,"(array([17, 50]), array([95, 90]))"
107,"(array([114,  12]), array([66, 36]))"
107,"(array([105, 110]), array([12, 40]))"
107,"(array([52, 56]), array([105,  79]))"
107,"(array([13,  7]), array([ 1, 43]))"
107,"(array([106,  81]), array([13, 83]))"
107,"(array([19, 65]), array([118,   1]))"
107,"(array([ 0, 93]), array([101,  80]))"
107,"(array([115,  12]), array([65, 67]))"
107,"(array([ 6, 79]), array([113,  31]))"
107,"(array([58, 79]), array([99, 64]))"
107,"(array([46, 49]), array([31,  3]))"
107,"(array([87, 88]), array([14, 35]))"
107,"(array([54,  4]), array([111,  78]))"
107,"(array([ 24, 103]), array([114,  82]))"
107,"(array([26, 51]), array([84, 98]))"
107,"(array([17, 95]), array([105,  86]))"
107,"(array([100,  67]), array([ 5, 85]))"
107,"(array([22, 54]), array([108, 100]))"
107,"(array([35, 19]), array([90, 75]))"
108,"(array([ 7, 99]), array([26,  3]))"
108,"(array([ 53, 104]), array([82, 23]))"
108,"(array([78, 18]), array([ 10, 114]))"
108,"(array([81, 28]), array([118,  57]))"
108,"(array([24,  9]), array([ 0, 14]))"
108,"(array([ 8, 12]), array([34, 86]))"
108,"(array([52, 61]), array([12, 31]))"
108,"(array([30, 64]), array([ 4, 48]))"
108,"(array([12, 15]), array([92, 52]))"
108,"(array([ 3, 11]), array([37, 28]))"
108,"(array([60, 63]), array([2, 1]))"
108,"(array([57, 82]), array([30, 11]))"
108,"(array([13,  0]), array([ 56, 102]))"
108,"(array([78, 21]), array([ 51, 102]))"
108,"(array([110,  65]), array([ 2, 57]))"
108,"(array([11, 85]), array([101,  64]))"
108,"(array([51, 98]), array([ 2, 23]))"
108,"(array([ 55, 110]), array([44, 64]))"
108,"(array([97, 72]), array([ 2, 42]))"
108,"(array([110,  73]), array([  3, 107]))"
108,"(array([36, 75]), array([  1, 109]))"
108,"(array([42, 51]), array([21, 60]))"
108,"(array([ 51, 101]), array([19, 14]))"
108,"(array([26, 56]), array([ 55, 111]))"
108,"(array([ 14, 112]), array([ 9, 22]))"
108,"(array([108,  26]), array([ 6, 11]))"
108,"(array([52, 26]), array([  2, 109]))"
109,"(array([58, 12]), array([109,  63]))"
109,"(array([78,  7]), array([ 2, 82]))"
109,"(array([46,  3]), array([  2, 112]))"
109,"(array([71,  8]), array([ 41, 117]))"
109,"(array([109,  95]), array([67, 11]))"
109,"(array([76, 24]), array([52, 63]))"
109,"(array([52,  6]), array([ 87, 100]))"
109,"(array([93, 98]), array([39,  6]))"
109,"(array([75, 83]), array([65,  8]))"
109,"(array([7, 7]), array([82, 91]))"
109,"(array([1, 3]), array([75, 71]))"
109,"(array([  4, 106]), array([102,  74]))"
109,"(array([37,  7]), array([111, 104]))"
109,"(array([96, 97]), array([4, 3]))"
109,"(array([85, 19]), array([ 85, 115]))"
109,"(array([39, 64]), array([ 56, 107]))"
109,"(array([ 90, 108]), array([94, 16]))"
109,"(array([110,  64]), array([47,  7]))"
109,"(array([73, 24]), array([47,  3]))"
109,"(array([77, 63]), array([69, 26]))"
109,"(array([107, 109]), array([  4, 110]))"
109,"(array([75, 88]), array([12, 81]))"
109,"(array([57, 63]), array([  2, 110]))"
109,"(array([16, 63]), array([ 60, 104]))"
109,"(array([106,  89]), array([93, 25]))"
109,"(array([61,  8]), array([35, 57]))"
109,"(array([105, 100]), array([10, 90]))"
109,"(array([97, 80]), array([12, 89]))"
109,"(array([112, 106]), array([77, 21]))"
109,"(array([66,  2]), array([92, 46]))"
109,"(array([ 76, 104]), array([78, 20]))"
109,"(array([  7, 101]), array([77, 21]))"
109,"(array([69, 57]), array([  5, 107]))"
109,"(array([57, 94]), array([48,  4]))"
109,"(array([ 5, 85]), array([84, 59]))"
109,"(array([1, 4]), array([62, 15]))"
109,"(array([73, 67]), array([  8, 106]))"
109,"(array([ 85, 105]), array([80, 23]))"
109,"(array([86, 54]), array([59, 13]))"
109,"(array([80, 17]), array([ 51, 116]))"
109,"(array([61,  6]), array([116,  63]))"
109,"(array([ 0, 10]), array([100,  66]))"
109,"(array([66, 27]), array([82, 71]))"
109,"(array([ 34, 115]), array([74, 16]))"
109,"(array([67, 25]), array([71, 57]))"
109,"(array([ 2, 86]), array([52, 83]))"
109,"(array([1, 6]), array([112, 117]))"
109,"(array([74, 18]), array([68, 63]))"
109,"(array([98, 74]), array([13, 86]))"
109,"(array([31, 49]), array([ 7, 72]))"
109,"(array([67, 11]), array([36, 47]))"
109,"(array([ 0, 25]), array([47, 57]))"
109,"(array([106,  71]), array([72,  3]))"
109,"(array([76, 12]), array([  7, 103]))"
109,"(array([2, 2]), array([84, 59]))"
109,"(array([65, 24]), array([85, 99]))"
109,"(array([61, 70]), array([ 2, 98]))"
109,"(array([39,  1]), array([104,  60]))"
109,"(array([107, 117]), array([14, 65]))"
109,"(array([111,  66]), array([12, 95]))"
109,"(array([16, 55]), array([ 61, 114]))"
109,"(array([ 38, 110]), array([ 8, 89]))"
109,"(array([14, 70]), array([ 89, 102]))"
109,"(array([75, 17]), array([37, 60]))"
109,"(array([53, 53]), array([63,  1]))"
109,"(array([13, 82]), array([105,  65]))"
109,"(array([12, 88]), array([97, 78]))"
109,"(array([10, 89]), array([ 49, 104]))"
109,"(array([55,  3]), array([93, 62]))"
109,"(array([67, 27]), array([76, 66]))"
109,"(array([ 12, 100]), array([ 94, 107]))"
109,"(array([  1, 112]), array([78, 48]))"
109,"(array([98, 78]), array([115,  64]))"
109,"(array([117,  93]), array([94, 18]))"
109,"(array([ 80, 100]), array([74,  2]))"
109,"(array([78, 67]), array([ 0, 34]))"
109,"(array([90, 60]), array([10, 82]))"
109,"(array([ 37, 116]), array([  0, 103]))"
109,"(array([ 70, 115]), array([5, 5]))"
109,"(array([98, 20]), array([80, 69]))"
109,"(array([  3, 112]), array([ 2, 22]))"
109,"(array([83, 64]), array([ 7, 10]))"
109,"(array([48, 52]), array([ 9, 74]))"
109,"(array([ 51, 103]), array([79, 18]))"
109,"(array([14, 94]), array([71, 79]))"
109,"(array([37,  3]), array([102, 104]))"
109,"(array([66,  2]), array([12, 99]))"
109,"(array([1, 3]), array([57, 52]))"
109,"(array([ 0, 15]), array([63, 78]))"
109,"(array([71,  3]), array([100,  58]))"
109,"(array([ 56, 116]), array([51,  2]))"
109,"(array([ 59, 104]), array([ 0, 92]))"
109,"(array([  3, 112]), array([85, 50]))"
109,"(array([ 2, 10]), array([52,  4]))"
109,"(array([75, 23]), array([50, 84]))"
109,"(array([56, 70]), array([  9, 110]))"
109,"(array([52,  0]), array([107,  83]))"
109,"(array([12, 99]), array([77, 77]))"
11,"(array([91,  4]), array([24,  0]))"
11,"(array([ 89, 115]), array([73, 72]))"
11,"(array([94, 72]), array([51,  8]))"
11,"(array([88, 41]), array([112,   2]))"
11,"(array([ 92, 104]), array([20, 15]))"
11,"(array([52, 85]), array([118,   0]))"
11,"(array([63, 42]), array([49,  0]))"
110,"(array([71, 35]), array([81, 62]))"
110,"(array([105,  21]), array([34, 25]))"
110,"(array([71, 28]), array([10, 11]))"
110,"(array([52, 50]), array([15, 25]))"
110,"(array([ 9, 18]), array([33, 76]))"
110,"(array([77, 47]), array([54, 26]))"
110,"(array([ 1, 16]), array([109,  38]))"
110,"(array([26, 84]), array([  0, 117]))"
110,"(array([69, 84]), array([  3, 101]))"
110,"(array([14, 15]), array([103,  98]))"
110,"(array([101,  24]), array([77, 63]))"
110,"(array([99, 93]), array([ 5, 15]))"
110,"(array([ 6, 97]), array([102,  17]))"
